personnel_id,unit_type,role_operational_intensity,duty_hours_weekly,overtime_hours_weekly,deployment_duration_months,deployments_last_3_years,days_since_last_leave,leave_days_taken_annual,recovery_rest_days_monthly,avg_sleep_hours,sleep_disruption_index,physical_readiness_score,wellness_survey_score,peer_support_score,environmental_hardship_score,risk_score,risk_category
PX-11926,Artillery,Medium,45.4,2.6,4.6,1,133,60.0,2.5,5.6,3.9,88.0,22.9,4.2,3.0,0.087,LOW
PX-13009,Signals,Medium,52.8,0.0,6.4,1,186,42.1,3.2,6.5,3.2,82.4,21.7,4.0,2.4,0.087,LOW
PX-14767,Combat Engineers,High,60.8,8.8,5.6,2,237,28.9,0.8,6.3,6.8,71.2,19.3,4.4,3.9,0.229,LOW
PX-14584,Signals,High,54.1,6.0,8.7,5,216,29.4,1.2,6.3,5.3,81.2,20.9,4.4,3.8,0.242,LOW
PX-10656,Logistics & ASC,High,51.5,0.9,8.0,1,195,33.3,1.1,4.8,7.2,65.3,18.1,4.3,3.5,0.391,MODERATE
PX-14049,Signals,Medium,51.4,1.0,5.8,1,149,39.7,4.0,6.0,2.3,80.8,21.0,4.3,2.5,0.052,LOW
PX-13605,Infantry,High,62.8,9.1,6.8,3,206,30.0,0.0,4.8,7.2,84.5,15.8,4.3,3.9,0.416,MODERATE
PX-13436,Artillery,Medium,54.6,3.4,9.4,0,228,26.3,2.8,6.4,3.3,86.6,18.8,3.6,2.2,0.226,LOW
PX-10771,Combat Engineers,Extreme,63.2,9.1,9.6,2,224,28.7,1.1,5.2,9.2,71.0,15.0,3.8,4.1,0.533,MODERATE
PX-13372,Logistics & ASC,Low,53.0,4.2,2.8,2,121,49.7,4.1,6.8,,74.7,22.9,3.2,1.0,0.02,LOW
PX-10455,Infantry,High,55.0,3.3,11.8,4,352,29.9,1.3,6.1,2.7,82.0,16.5,3.4,3.7,0.301,LOW
PX-14774,Infantry,Extreme,60.9,8.9,11.7,4,256,20.0,1.5,5.9,9.2,73.9,15.7,3.6,4.3,0.509,MODERATE
PX-11593,Armored,High,51.2,3.6,5.7,1,215,30.4,3.9,6.0,5.1,69.1,21.6,3.9,3.7,0.151,LOW
PX-10456,Medical Corps,Low,46.2,0.0,14.4,4,304,33.4,2.8,6.7,2.6,81.1,16.7,4.2,2.2,0.157,LOW
PX-12930,Combat Engineers,Medium,47.5,0.0,4.4,2,130,50.4,3.0,7.7,1.6,91.1,15.5,2.6,2.6,0.02,LOW
PX-12875,Infantry,Medium,46.2,0.0,4.5,1,166,36.1,3.2,6.5,2.9,88.8,24.6,3.9,2.2,0.02,LOW
PX-10217,Infantry,Low,48.0,2.7,2.8,2,107,50.1,4.3,6.6,0.1,87.3,22.4,2.5,1.7,0.02,LOW
PX-11439,Medical Corps,Medium,53.2,5.3,10.7,2,241,42.0,2.2,6.3,3.4,76.7,16.3,4.2,2.4,0.227,LOW
PX-12208,Infantry,Medium,53.2,3.6,7.1,0,175,43.2,3.9,6.1,3.7,81.9,21.4,4.3,2.4,0.05,LOW
PX-13988,Medical Corps,Low,45.1,0.3,2.4,0,117,55.1,3.9,6.8,0.9,86.2,24.6,3.5,2.1,0.02,LOW
PX-10592,Artillery,High,52.6,2.7,7.5,2,324,36.2,1.9,5.4,5.1,74.5,15.1,3.7,3.1,0.397,MODERATE
PX-10149,Infantry,Medium,46.9,0.0,5.2,5,234,44.0,3.0,5.5,3.8,72.1,14.9,3.7,2.3,0.25,LOW
PX-10138,Air Defense,Medium,55.6,2.5,6.9,0,178,45.2,1.9,6.1,5.5,81.7,19.6,5.0,2.5,0.167,LOW
PX-11200,Combat Engineers,High,66.3,13.5,6.8,1,210,28.3,1.1,5.8,8.7,58.6,13.9,3.9,3.7,0.436,MODERATE
PX-13283,Infantry,High,51.1,3.2,15.3,1,365,12.0,0.9,5.2,5.7,65.4,12.6,4.4,3.7,0.481,MODERATE
PX-12342,Signals,High,50.7,5.0,12.7,2,340,15.6,0.3,6.0,5.5,71.0,9.3,2.9,3.9,0.477,MODERATE
PX-10244,Combat Engineers,High,60.3,4.3,6.9,2,172,30.1,1.4,5.0,7.1,82.3,14.5,3.2,3.9,0.438,MODERATE
PX-12905,Signals,Low,41.7,0.0,2.2,1,116,47.7,4.4,7.8,0.8,81.0,26.5,3.3,2.2,0.02,LOW
PX-14303,Artillery,High,53.7,2.4,6.5,3,215,22.2,0.0,5.1,5.7,67.6,18.1,3.4,3.4,0.37,LOW
PX-10931,Artillery,Medium,46.2,0.0,3.8,0,123,41.9,0.5,7.1,1.8,87.4,27.5,5.0,2.1,0.02,LOW
PX-12337,Artillery,Medium,43.5,0.0,4.2,2,143,37.5,4.0,5.8,3.9,81.5,16.6,3.3,2.5,0.044,LOW
PX-12289,Artillery,Medium,47.1,0.0,3.5,0,155,41.0,3.8,6.3,4.5,80.1,18.5,3.5,3.0,0.041,LOW
PX-14186,Infantry,High,56.6,6.8,5.8,4,211,19.9,0.1,6.1,6.0,69.9,20.2,4.7,4.0,0.297,LOW
PX-10376,Logistics & ASC,Low,41.0,0.0,7.1,3,222,44.3,6.6,7.9,0.0,89.7,26.0,4.2,1.6,0.02,LOW
PX-12812,Signals,Medium,55.1,7.5,5.0,0,254,45.1,1.7,5.5,4.4,97.5,16.3,3.2,2.1,0.208,LOW
PX-12307,Armored,High,63.6,14.7,10.1,1,249,24.3,1.9,4.4,8.9,82.1,10.6,3.1,3.2,0.665,ELEVATED
PX-11649,Air Defense,Medium,50.0,0.1,4.8,3,139,36.4,2.9,6.4,2.6,84.2,20.6,3.2,2.2,0.04,LOW
PX-12167,Armored,Medium,47.1,0.0,4.6,2,141,31.3,1.7,5.7,6.0,82.9,,4.1,3.0,0.155,LOW
PX-14759,Logistics & ASC,Low,48.2,0.6,3.2,3,105,43.9,4.7,6.5,1.6,80.8,20.8,3.8,2.0,0.02,LOW
PX-14402,Infantry,High,59.0,7.6,5.5,1,192,40.8,0.8,5.2,4.1,72.0,10.2,2.8,3.5,0.432,MODERATE
PX-12053,Logistics & ASC,Medium,42.3,0.0,7.0,1,176,30.2,2.0,7.1,1.4,79.8,19.0,3.9,2.0,0.02,LOW
PX-10993,Infantry,Extreme,63.8,15.5,9.2,2,288,14.7,0.0,5.2,8.9,83.9,15.5,4.2,3.9,0.562,MODERATE
PX-12518,Combat Engineers,High,44.8,0.0,5.9,3,189,32.1,1.3,7.4,4.1,77.9,17.9,3.4,3.0,0.02,LOW
PX-14298,Combat Engineers,High,54.8,6.5,10.1,3,259,32.1,1.3,5.4,7.1,73.4,15.3,3.3,3.8,0.421,MODERATE
PX-11189,Signals,Medium,49.9,2.5,4.1,2,129,46.9,2.8,7.2,3.0,92.4,22.9,4.8,2.8,0.02,LOW
PX-12526,Logistics & ASC,Medium,40.8,0.0,11.0,3,263,30.5,3.7,5.8,3.8,89.6,18.7,4.1,2.5,0.175,LOW
PX-10173,Logistics & ASC,Low,37.4,0.0,3.0,0,120,41.3,4.6,8.2,0.0,88.7,27.3,5.0,1.5,0.02,LOW
PX-11052,Artillery,High,66.6,10.6,5.8,1,212,43.3,1.9,4.4,9.9,81.5,13.5,3.5,3.6,0.592,MODERATE
PX-11157,Infantry,Low,45.7,0.0,5.1,3,137,47.2,3.4,7.7,0.8,83.5,22.4,4.1,1.8,0.02,LOW
PX-11301,Combat Engineers,High,58.3,7.4,8.0,1,222,30.1,1.3,4.8,6.6,66.4,15.9,3.2,3.1,0.458,MODERATE
PX-12964,Artillery,Medium,40.8,0.0,4.5,1,174,44.2,1.6,7.5,1.7,76.2,20.5,3.5,2.4,0.02,LOW
PX-14863,Air Defense,Extreme,63.7,8.5,13.0,1,330,6.5,0.9,4.7,8.1,64.7,8.7,3.9,4.5,0.712,ELEVATED
PX-12994,Combat Engineers,Low,44.0,0.0,2.8,3,103,44.4,4.8,6.1,2.8,85.3,18.7,4.1,2.1,0.02,LOW
PX-11353,Artillery,Medium,47.9,0.9,4.3,2,124,48.9,3.9,7.2,2.8,76.7,24.9,4.0,2.7,0.02,LOW
PX-12058,Infantry,High,54.1,1.9,8.0,2,244,26.8,1.3,5.2,5.6,82.5,20.8,4.1,3.9,0.404,MODERATE
PX-14010,Artillery,Medium,58.8,9.9,3.5,2,127,41.7,2.6,5.4,3.1,79.6,15.5,3.8,2.5,0.202,LOW
PX-10317,Signals,High,63.5,12.1,10.8,2,241,27.8,0.8,4.8,10.0,72.1,9.4,3.5,4.0,0.72,ELEVATED
PX-11726,Artillery,Low,49.1,2.9,3.3,1,104,56.9,3.2,6.8,1.0,79.9,23.1,3.6,1.8,0.02,LOW
PX-10087,Armored,Medium,41.1,0.0,7.6,2,209,39.7,2.7,6.7,4.3,88.2,26.0,4.7,2.6,0.02,LOW
PX-12150,Signals,Medium,49.5,2.6,7.0,1,183,29.6,2.9,6.2,6.1,94.0,23.7,4.2,3.0,0.165,LOW
PX-12800,Medical Corps,Low,42.6,0.0,4.8,1,149,39.2,4.4,6.7,2.5,74.7,26.1,3.8,1.1,0.02,LOW
PX-12882,Combat Engineers,Medium,43.7,0.0,4.5,1,160,40.3,2.9,6.3,1.6,83.6,23.7,5.0,2.4,0.02,LOW
PX-12221,Armored,Medium,48.7,0.0,3.6,1,157,45.2,3.8,6.2,3.4,85.4,21.1,4.1,2.9,0.07,LOW
PX-13431,Combat Engineers,Low,36.3,0.0,2.1,0,98,45.2,4.7,7.5,2.5,83.6,23.4,4.5,1.2,0.02,LOW
PX-12535,Combat Engineers,Extreme,62.7,12.3,14.9,1,315,12.0,0.6,4.1,9.8,68.3,4.5,3.8,4.5,0.801,ELEVATED
PX-10437,Armored,Medium,48.2,2.1,4.3,4,137,50.4,3.9,5.8,2.7,89.2,24.4,3.9,2.0,0.02,LOW
PX-14551,Signals,Low,42.1,0.0,3.3,2,124,49.3,4.1,8.0,0.6,97.6,27.3,3.6,2.1,0.02,LOW
PX-10654,Logistics & ASC,Low,49.1,1.5,3.7,5,130,44.6,3.9,6.3,,80.0,18.0,3.4,1.1,0.02,LOW
PX-12245,Infantry,Extreme,56.3,7.2,7.0,3,174,26.6,1.3,6.1,5.1,71.8,17.0,3.5,4.6,0.31,LOW
PX-14536,Signals,High,51.7,1.2,10.3,2,235,12.3,0.5,5.1,5.9,62.3,16.1,4.2,3.0,0.414,MODERATE
PX-10718,Signals,Low,49.6,0.0,3.0,1,206,50.1,4.2,6.2,1.0,78.2,20.9,4.3,1.8,0.02,LOW
PX-10108,Infantry,High,46.3,0.0,7.6,3,197,29.8,2.3,5.7,5.1,72.9,16.5,3.3,4.0,0.287,LOW
PX-10535,Infantry,Extreme,60.2,8.5,9.3,4,308,25.9,0.3,4.8,9.5,64.4,13.3,4.3,4.4,0.639,MODERATE
PX-13382,Logistics & ASC,Low,51.9,3.2,9.9,2,223,35.1,0.7,6.3,0.7,72.3,16.8,4.3,1.7,0.124,LOW
PX-14334,Logistics & ASC,Medium,50.6,6.5,8.8,1,277,33.1,2.4,6.6,2.7,90.8,20.3,3.6,2.0,0.1,LOW
PX-14836,Infantry,Medium,46.1,0.1,7.9,3,188,41.0,3.3,6.8,3.5,81.9,24.0,3.8,2.7,0.02,LOW
PX-11879,Combat Engineers,Medium,42.3,0.0,6.6,2,200,42.2,3.8,6.6,3.0,73.7,17.7,3.7,2.3,0.034,LOW
PX-10634,Infantry,Medium,42.2,0.0,3.9,1,145,32.5,2.3,5.6,4.4,80.9,15.7,2.4,2.8,0.159,LOW
PX-11351,Air Defense,Extreme,57.5,3.0,8.2,1,243,25.2,0.1,5.6,6.8,76.4,13.1,2.5,3.9,0.505,MODERATE
PX-10873,Artillery,Medium,45.2,0.0,11.1,2,309,22.2,3.6,7.3,2.5,84.0,21.5,4.9,2.9,0.02,LOW
PX-14330,Infantry,High,49.2,0.0,6.9,1,253,23.1,1.5,6.5,3.9,83.1,17.5,3.3,3.1,0.141,LOW
PX-11347,Artillery,High,59.2,7.5,6.4,2,227,28.5,0.9,4.7,8.5,79.2,10.8,2.8,4.0,0.573,MODERATE
PX-10234,Logistics & ASC,Medium,48.0,0.9,4.1,1,168,37.5,1.7,6.2,3.9,92.4,21.2,3.6,2.0,0.02,LOW
PX-12620,Logistics & ASC,Low,40.5,0.0,2.6,2,182,54.1,4.5,7.5,0.7,91.5,30.0,4.7,1.6,0.02,LOW
PX-14671,Artillery,Extreme,57.5,6.2,8.8,0,218,21.9,1.2,4.7,7.4,71.9,12.8,3.7,4.5,0.579,MODERATE
PX-12384,Infantry,Medium,47.0,0.1,4.4,6,199,47.6,3.7,6.7,2.1,76.4,23.8,3.6,2.5,0.02,LOW
PX-11509,Signals,Medium,51.1,0.0,3.6,1,112,32.7,3.4,7.2,2.8,91.5,19.7,3.9,1.9,0.02,LOW
PX-12804,Infantry,Medium,43.4,0.0,6.7,1,177,43.0,2.2,5.8,5.1,90.0,22.0,4.1,3.0,0.087,LOW
PX-13457,Logistics & ASC,High,47.4,0.0,11.5,1,256,16.0,1.6,6.3,4.6,67.8,15.9,3.5,4.1,0.325,LOW
PX-10834,Signals,Medium,47.6,2.2,5.4,3,182,35.2,2.0,7.3,1.7,73.4,18.8,3.2,2.2,0.027,LOW
PX-14830,Combat Engineers,Extreme,57.6,7.8,7.3,3,207,17.2,0.1,4.5,8.1,78.6,8.9,2.9,4.6,0.552,MODERATE
PX-11000,Infantry,High,58.3,8.0,10.6,3,268,24.5,0.6,5.1,6.2,72.1,10.0,3.5,4.0,0.525,MODERATE
PX-12519,Infantry,Low,42.2,0.0,4.7,1,154,39.4,4.5,7.1,1.5,81.1,25.0,3.5,1.3,0.02,LOW
PX-11608,Armored,Low,48.6,1.1,5.0,2,156,44.8,3.4,7.6,0.0,82.6,19.9,3.3,1.4,0.02,LOW
PX-12957,Infantry,Medium,59.2,8.8,4.4,1,138,54.3,4.4,6.4,3.9,97.3,18.5,4.4,1.9,0.02,LOW
PX-12819,Logistics & ASC,Medium,53.2,3.1,4.9,0,166,31.9,1.5,5.6,4.6,84.6,19.2,3.8,1.9,0.223,LOW
PX-14791,Infantry,Medium,45.7,0.0,6.1,3,164,43.9,4.0,6.1,2.3,70.0,18.5,2.9,2.3,0.021,LOW
PX-12879,Infantry,Extreme,58.5,7.3,7.0,4,175,28.9,2.2,4.3,5.9,66.2,14.1,4.0,4.1,0.456,MODERATE
PX-10990,Combat Engineers,Medium,49.8,2.3,7.2,4,180,38.0,4.4,6.7,2.6,85.8,20.7,4.2,2.4,0.02,LOW
PX-11603,Air Defense,Medium,42.8,0.0,10.3,0,265,16.2,4.4,6.0,4.1,85.8,19.2,4.0,2.7,0.081,LOW
PX-12507,Logistics & ASC,High,53.7,2.9,7.8,1,196,23.6,4.4,5.3,6.9,83.0,15.2,3.9,3.0,0.33,LOW
PX-10209,Armored,Low,43.9,0.0,10.1,4,237,36.1,4.4,7.7,1.0,83.3,22.9,4.4,1.5,0.02,LOW
PX-10916,Infantry,Extreme,65.4,10.2,7.2,2,255,5.9,0.3,5.2,8.3,72.2,11.0,3.3,4.1,0.597,MODERATE
PX-11656,Infantry,High,59.0,6.0,6.2,4,179,33.2,0.7,5.2,7.3,66.6,13.3,2.8,3.8,0.458,MODERATE
PX-13530,Infantry,High,53.8,5.8,5.9,5,211,41.7,1.7,5.3,5.7,79.6,18.1,4.5,3.3,0.31,LOW
PX-13695,Armored,Medium,49.2,2.7,5.1,1,155,36.0,2.6,5.6,4.0,78.0,17.8,3.7,2.5,0.174,LOW
PX-13534,Signals,Medium,53.1,2.9,5.5,0,160,51.6,2.7,6.8,2.4,89.8,20.1,3.5,2.6,0.034,LOW
PX-10832,Artillery,Medium,43.7,0.0,10.9,2,263,30.8,4.1,6.8,2.1,85.3,22.0,4.5,2.2,0.02,LOW
PX-10446,Medical Corps,High,54.2,9.2,5.8,2,165,34.2,2.5,5.2,5.4,79.6,17.1,4.2,4.1,0.258,LOW
PX-11100,Infantry,High,47.2,1.6,11.0,0,267,27.9,2.5,5.4,5.7,67.3,15.4,3.6,3.8,0.385,MODERATE
PX-12868,Logistics & ASC,Medium,48.3,1.2,3.9,2,188,37.9,3.0,5.9,4.0,83.6,21.3,4.7,2.6,0.075,LOW
PX-12382,Infantry,Extreme,58.3,9.5,10.5,0,274,20.4,0.0,5.0,9.1,77.4,13.6,3.5,3.8,0.624,MODERATE
PX-10699,Artillery,Low,43.5,0.0,9.1,2,296,31.8,4.0,7.0,1.1,82.7,25.3,4.3,1.2,0.02,LOW
PX-11360,Signals,Low,40.2,0.0,6.0,2,224,51.1,4.1,7.6,2.0,73.3,26.3,3.8,1.0,0.02,LOW
PX-11548,Artillery,High,48.8,0.2,9.1,1,231,26.0,0.0,5.3,6.3,79.2,16.6,4.6,3.3,0.392,MODERATE
PX-14612,Signals,Medium,43.7,0.0,10.1,3,229,24.0,3.2,7.0,3.2,89.8,24.0,4.0,2.8,0.047,LOW
PX-13260,Infantry,High,49.8,0.5,7.7,2,206,32.8,3.2,5.3,6.4,80.7,15.4,3.1,3.5,0.43,MODERATE
PX-12553,Medical Corps,Low,44.1,0.0,4.3,1,222,48.5,3.4,6.7,3.1,78.4,18.8,3.5,2.2,0.02,LOW
PX-10463,Artillery,High,60.7,8.3,7.5,2,223,32.7,2.1,4.8,7.4,72.1,17.7,4.1,3.3,0.362,LOW
PX-13095,Infantry,Extreme,71.9,14.1,7.7,0,196,18.7,0.7,5.2,8.1,74.1,13.7,4.7,4.4,0.506,MODERATE
PX-13037,Infantry,High,53.7,2.8,12.5,2,365,33.1,1.0,5.1,6.2,63.1,14.1,4.3,3.6,0.524,MODERATE
PX-10062,Combat Engineers,Medium,53.6,3.6,7.2,1,305,41.8,2.5,5.7,4.4,86.2,11.6,3.3,2.8,0.281,LOW
PX-13320,Infantry,Low,47.0,0.5,2.8,0,162,58.5,4.5,6.6,1.7,94.1,20.1,3.4,1.5,0.02,LOW
PX-14482,Air Defense,Extreme,69.3,19.4,13.9,4,306,14.5,0.0,5.0,9.7,66.9,7.5,3.8,3.9,0.885,ELEVATED
PX-14916,Signals,Medium,51.0,2.7,10.6,1,329,32.2,0.5,6.2,2.2,83.5,18.7,4.6,2.5,0.273,LOW
PX-14847,Signals,Medium,42.1,0.0,10.1,2,240,30.7,4.0,7.6,1.3,75.8,20.7,3.4,2.0,0.079,LOW
PX-14945,Air Defense,Low,50.7,4.1,8.4,3,220,42.4,4.0,7.3,0.8,94.6,21.6,4.3,1.8,0.02,LOW
PX-13625,Combat Engineers,Low,44.2,0.3,3.6,0,131,46.7,4.7,6.5,2.9,79.8,17.2,3.4,1.3,0.02,LOW
PX-13787,Infantry,High,56.7,10.5,8.4,4,204,20.8,3.4,5.1,5.5,71.3,14.9,3.8,4.0,0.358,LOW
PX-12666,Logistics & ASC,Medium,46.0,0.0,18.0,1,365,13.3,3.3,5.9,4.0,66.4,12.0,3.3,2.0,0.266,LOW
PX-13710,Logistics & ASC,Medium,46.4,0.0,10.8,1,292,31.1,4.9,6.6,1.2,86.9,22.6,4.4,1.9,0.033,LOW
PX-12991,Air Defense,Extreme,63.2,12.0,15.6,3,329,5.0,0.6,4.7,10.0,77.2,,2.8,3.9,0.817,ELEVATED
PX-12089,Armored,Medium,50.0,4.2,18.0,3,365,23.8,3.2,6.2,3.7,,14.2,3.5,2.9,0.197,LOW
PX-10504,Combat Engineers,Extreme,67.7,11.5,9.9,1,233,13.9,0.0,5.6,10.0,70.5,10.3,3.2,4.0,0.651,ELEVATED
PX-10042,Signals,Low,36.5,0.0,7.2,0,195,41.8,5.1,7.3,0.0,87.1,23.7,3.5,1.2,0.02,LOW
PX-13728,Signals,Low,42.1,0.0,2.3,2,131,48.7,1.8,7.6,1.8,88.0,26.3,4.0,2.1,0.02,LOW
PX-11705,Medical Corps,Medium,51.9,4.5,3.6,2,119,45.0,2.2,6.5,3.8,80.5,19.6,4.4,2.3,0.02,LOW
PX-10608,Signals,Medium,44.5,0.0,3.9,2,128,34.7,3.2,5.7,4.0,70.8,27.5,5.0,2.6,0.032,LOW
PX-10652,Signals,Medium,46.2,0.0,12.1,4,288,32.1,4.5,5.8,3.4,80.2,16.5,4.1,2.6,0.166,LOW
PX-13205,Armored,Medium,41.7,0.0,5.9,2,164,29.6,3.6,6.0,4.0,87.4,16.6,2.7,2.4,0.101,LOW
PX-11122,Air Defense,High,56.1,4.9,14.0,2,312,15.0,0.8,4.9,6.3,79.3,8.5,2.8,3.2,0.635,MODERATE
PX-13733,Combat Engineers,High,57.6,5.2,9.7,1,267,14.6,3.0,5.2,6.8,71.1,17.0,4.3,4.0,0.467,MODERATE
PX-12999,Infantry,Extreme,63.4,11.8,8.1,4,206,20.4,2.2,5.6,8.2,74.7,14.8,3.6,4.0,0.393,MODERATE
PX-13584,Logistics & ASC,High,48.0,0.0,7.4,0,196,29.5,1.9,5.6,5.1,76.2,16.6,3.3,3.4,0.254,LOW
PX-14623,Logistics & ASC,Medium,43.5,0.0,3.7,0,220,47.8,2.8,7.4,2.7,89.1,24.2,4.5,2.7,0.02,LOW
PX-13930,Combat Engineers,High,51.8,4.1,8.7,0,224,23.3,0.0,6.0,7.3,73.6,10.5,2.8,3.9,0.477,MODERATE
PX-13084,Air Defense,Low,46.5,0.0,7.3,2,214,42.1,4.8,6.9,0.7,86.6,21.2,3.6,1.8,0.02,LOW
PX-10910,Air Defense,Extreme,61.6,7.9,14.7,3,319,5.0,0.0,4.5,9.8,62.8,,3.5,4.0,0.765,ELEVATED
PX-10211,Combat Engineers,Medium,43.0,0.0,8.1,1,235,34.0,4.4,6.3,4.0,84.8,21.4,4.9,2.0,0.02,LOW
PX-14478,Air Defense,Medium,51.5,1.5,13.8,2,303,26.8,2.3,6.7,2.7,78.3,17.2,4.2,2.4,0.161,LOW
PX-10818,Combat Engineers,High,51.5,4.7,6.1,3,163,43.6,2.4,5.4,5.6,65.8,18.7,3.3,3.9,0.288,LOW
PX-14067,Signals,Medium,56.9,7.0,9.8,6,229,40.4,2.6,6.4,2.3,82.8,10.1,2.9,2.4,0.301,LOW
PX-14666,Air Defense,Extreme,61.7,7.9,9.9,2,249,18.3,1.6,5.4,9.5,67.2,14.6,3.5,4.1,0.518,MODERATE
PX-10408,Infantry,Medium,47.1,0.0,7.2,0,234,47.8,4.9,6.6,4.2,78.2,17.8,3.7,2.8,0.077,LOW
PX-10857,Logistics & ASC,Medium,54.2,4.8,8.5,0,216,40.4,2.0,6.8,2.6,76.9,12.2,2.2,2.8,0.236,LOW
PX-11095,Armored,Medium,59.7,8.8,4.4,3,125,28.0,3.1,6.0,4.4,87.0,17.3,3.5,2.4,0.077,LOW
PX-14801,Infantry,High,63.6,11.5,5.7,2,168,38.1,2.4,3.9,10.0,59.4,12.3,4.0,3.6,0.559,MODERATE
PX-13139,Artillery,Medium,45.9,0.0,13.8,1,299,30.8,2.7,7.2,2.1,85.1,19.6,3.6,2.8,0.155,LOW
PX-11386,Signals,Low,44.7,0.0,2.9,3,128,48.5,3.5,8.0,0.0,78.5,25.7,4.6,1.3,0.02,LOW
PX-12586,Artillery,Low,44.9,0.2,3.5,2,125,42.9,1.6,8.5,0.0,84.0,24.9,3.2,1.3,0.02,LOW
PX-10927,Logistics & ASC,High,59.3,7.3,6.3,4,187,27.2,0.9,6.3,2.9,72.0,13.5,2.9,3.5,0.24,LOW
PX-10030,Signals,Low,37.8,0.0,2.2,3,148,48.8,1.8,7.0,1.4,70.4,28.6,4.5,1.8,0.02,LOW
PX-12177,Air Defense,Extreme,69.7,14.7,9.1,1,277,19.1,0.2,4.5,10.0,69.7,12.5,4.1,4.7,0.695,ELEVATED
PX-10854,Infantry,Low,48.7,0.0,5.2,2,170,50.1,3.1,6.1,2.5,83.9,23.0,4.4,2.2,0.02,LOW
PX-10298,Air Defense,Medium,44.5,0.0,6.5,3,162,40.1,4.4,6.6,3.4,86.3,25.1,3.8,3.0,0.02,LOW
PX-11180,Signals,Low,44.4,0.0,10.9,0,244,50.0,4.4,7.4,0.0,91.9,20.0,2.7,1.1,0.02,LOW
PX-13743,Armored,High,54.0,3.4,7.3,4,186,9.8,2.7,5.8,7.3,83.6,17.7,4.5,3.2,0.107,LOW
PX-11918,Combat Engineers,Medium,50.8,6.1,4.1,0,127,44.4,3.7,5.6,4.8,80.0,19.5,3.0,2.8,0.176,LOW
PX-13684,Infantry,Medium,48.8,0.0,9.3,1,221,44.5,2.4,6.6,2.7,84.5,20.9,4.4,2.7,0.105,LOW
PX-14180,Signals,Medium,48.9,0.0,4.0,0,132,46.7,3.2,6.7,1.6,68.6,18.5,3.6,2.7,0.02,LOW
PX-11215,Combat Engineers,Medium,44.4,0.0,5.9,0,164,42.0,5.3,7.4,1.3,92.2,26.8,3.3,2.2,0.02,LOW
PX-11231,Combat Engineers,High,57.0,3.7,7.1,1,189,28.3,3.8,5.4,5.5,73.9,20.5,4.6,3.1,0.291,LOW
PX-11817,Armored,Medium,40.7,0.0,5.5,0,144,37.9,4.9,6.7,3.2,82.5,18.6,2.9,2.3,0.02,LOW
PX-11710,Air Defense,Medium,63.2,10.8,7.4,4,210,32.5,3.5,5.9,5.1,67.6,14.8,3.0,2.1,0.28,LOW
PX-10596,Signals,High,65.0,13.2,5.9,3,211,32.5,3.4,5.8,8.8,72.6,8.4,2.9,3.9,0.474,MODERATE
PX-14546,Medical Corps,Medium,57.5,9.6,9.5,1,218,35.7,2.5,4.8,3.9,75.6,15.5,3.8,2.5,0.334,LOW
PX-13246,Artillery,Medium,47.3,0.0,4.2,3,138,47.2,1.9,5.3,5.5,79.4,17.6,3.2,2.2,0.165,LOW
PX-13679,Infantry,High,57.9,8.9,12.3,6,283,25.6,1.7,6.0,6.9,75.0,12.4,3.4,3.4,0.494,MODERATE
PX-14656,Logistics & ASC,Medium,38.7,0.0,5.3,1,169,52.0,3.9,7.4,3.8,72.7,23.1,3.9,2.6,0.02,LOW
PX-11036,Artillery,Extreme,55.7,7.4,9.5,2,269,20.0,0.0,4.7,9.9,76.3,17.8,4.2,4.7,0.704,ELEVATED
PX-13843,Combat Engineers,High,48.5,0.6,10.3,3,243,20.7,3.5,5.3,6.2,83.1,15.4,3.6,3.7,0.392,MODERATE
PX-14396,Infantry,High,54.9,5.3,6.8,2,195,19.5,2.2,5.6,6.6,61.2,15.5,3.4,3.4,0.368,LOW
PX-11612,Air Defense,High,59.1,7.6,9.1,3,260,23.3,1.6,5.2,6.7,64.7,16.0,4.3,4.0,0.484,MODERATE
PX-12594,Artillery,High,59.8,9.5,7.3,4,183,31.3,0.7,4.3,5.9,82.4,11.9,3.3,3.6,0.535,MODERATE
PX-11758,Logistics & ASC,Medium,51.3,4.9,8.6,1,252,41.9,2.8,6.9,2.8,78.4,25.1,5.0,2.8,0.02,LOW
PX-12356,Armored,High,57.0,11.0,5.7,3,201,35.0,3.1,5.6,4.9,78.9,13.6,4.0,4.1,0.273,LOW
PX-11729,Artillery,High,64.6,12.1,6.2,1,161,30.4,2.6,6.0,7.4,69.8,15.7,3.9,3.0,0.299,LOW
PX-10913,Medical Corps,Low,44.0,0.0,3.4,5,122,46.2,2.7,7.5,0.3,84.0,24.4,3.8,1.4,0.02,LOW
PX-14249,Air Defense,High,54.2,7.1,11.2,0,253,17.9,2.3,5.0,6.5,82.2,14.8,4.1,3.5,0.458,MODERATE
PX-12205,Combat Engineers,High,56.9,5.6,9.1,1,266,21.8,1.9,5.6,7.0,77.0,20.4,5.0,3.9,0.291,LOW
PX-12603,Signals,Medium,52.1,2.9,7.4,1,277,49.3,2.8,7.0,3.4,78.2,16.1,2.7,2.7,0.177,LOW
PX-10276,Artillery,High,48.4,2.5,7.1,3,219,23.0,1.9,5.2,5.7,,16.3,3.7,3.6,0.301,LOW
PX-12951,Air Defense,High,47.2,0.0,7.8,1,191,23.8,2.3,5.7,6.8,81.9,16.9,3.9,3.1,0.26,LOW
